success,timestamp,pair,buy_dex,sell_dex,trade_size_usd,profit_usd,profit_pct,gas_paid,capital_after
True,2025-08-07 06:50:00+00:00,AAVE/USDT,sushiswap,pancakeswap,5000,37.14875757269783,0.7429751514539567,10.389107719220883,16485.944727378952
True,2025-08-07 06:50:00+00:00,ETH/USDC,pancakeswap,curve,5000,13.226966409441047,0.264539328188821,10.96609999611963,16499.171693788394
True,2025-08-07 06:50:00+00:00,UNI/ETH,pancakeswap,uniswap_v3,5000,11.4234374085936,0.22846874817187202,16.59595843014617,16510.595131196987
True,2025-08-07 07:20:00+00:00,UNI/USDT,pancakeswap,curve,5000,22.697812210115444,0.45395624420230885,26.8135488152542,16533.292943407105
True,2025-08-07 07:30:00+00:00,LINK/USDT,curve,pancakeswap,5000,17.877739891999227,0.3575547978399845,11.951216461205059,16551.170683299104
True,2025-08-07 08:30:00+00:00,BTC/ETH,pancakeswap,sushiswap,5000,12.601557570809746,0.2520311514161949,17.647960213032118,16563.772240869912
True,2025-08-07 08:40:00+00:00,UNI/USDT,sushiswap,pancakeswap,5000,13.342322928881003,0.26684645857762007,10.779980749022306,16577.114563798794
True,2025-08-07 10:35:00+00:00,LINK/USDT,uniswap_v3,pancakeswap,5000,19.08095325602426,0.3816190651204852,18.85168818984404,16596.195517054817
True,2025-08-07 10:40:00+00:00,ETH/DAI,curve,pancakeswap,5000,20.934713488138186,0.4186942697627637,21.74913460212368,16617.130230542956
True,2025-08-07 11:15:00+00:00,BTC/ETH,pancakeswap,sushiswap,5000,29.71711562890323,0.5943423125780646,5.729961691110964,16646.84734617186
True,2025-08-07 11:40:00+00:00,MATIC/USDT,pancakeswap,sushiswap,5000,19.895305134890805,0.39790610269781607,15.41825030261679,16666.74265130675
True,2025-08-07 12:05:00+00:00,BTC/ETH,pancakeswap,curve,5000,17.35205082265111,0.34704101645302216,16.12304032522615,16684.0947021294
True,2025-08-07 12:35:00+00:00,BTC/USDT,sushiswap,pancakeswap,5000,33.2575245162343,0.665150490324686,12.84495123054828,16717.352226645635
True,2025-08-07 13:00:00+00:00,ETH/DAI,sushiswap,pancakeswap,5000,19.889391384405826,0.39778782768811655,10.309064237025433,16737.241618030042
True,2025-08-07 13:30:00+00:00,LINK/ETH,pancakeswap,sushiswap,5000,11.630814123369419,0.23261628246738836,11.637976676530515,16748.87243215341
True,2025-08-07 14:25:00+00:00,MATIC/USDT,pancakeswap,sushiswap,5000,20.07413084012751,0.40148261680255015,7.414480496166474,16768.946562993537
True,2025-08-07 17:05:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,30.929469194770718,0.6185893838954144,11.461160574345216,16799.87603218831
True,2025-08-07 19:30:00+00:00,BTC/USDT,pancakeswap,curve,5000,21.491358876309278,0.4298271775261856,29.030237623634637,16821.367391064618
True,2025-08-07 19:30:00+00:00,MATIC/ETH,pancakeswap,uniswap_v3,5000,17.05711605442957,0.3411423210885914,17.491220921029527,16838.424507119045
True,2025-08-07 20:05:00+00:00,BTC/USDT,pancakeswap,uniswap_v3,5000,36.13933343417284,0.7227866686834568,7.395584163005843,16874.56384055322
True,2025-08-07 21:25:00+00:00,ETH/USDT,sushiswap,pancakeswap,5000,16.638578434297415,0.3327715686859483,7.734100190194033,16891.202418987516
True,2025-08-07 23:20:00+00:00,AAVE/USDT,sushiswap,pancakeswap,5000,35.13833159446949,0.7027666318893898,7.161117369196941,16926.340750581985
True,2025-08-08 00:45:00+00:00,MATIC/ETH,pancakeswap,curve,5000,11.725135054030943,0.23450270108061888,12.868303502571656,16938.065885636017
True,2025-08-08 06:35:00+00:00,ETH/DAI,pancakeswap,uniswap_v3,5000,33.50432693536459,0.6700865387072917,19.818912911992108,16971.57021257138
True,2025-08-08 07:05:00+00:00,AAVE/USDT,uniswap_v3,pancakeswap,5000,13.287299008462469,0.2657459801692494,11.971780804158515,16984.85751157984
True,2025-08-08 09:20:00+00:00,ETH/USDC,pancakeswap,sushiswap,5000,39.19649587580898,0.7839299175161796,11.295606389887325,17024.05400745565
True,2025-08-08 09:40:00+00:00,ETH/USDT,sushiswap,pancakeswap,5000,44.565835834761856,0.8913167166952372,13.368927322528403,17068.61984329041
True,2025-08-08 09:55:00+00:00,ETH/DAI,pancakeswap,uniswap_v3,5000,14.479147727829513,0.2895829545565903,14.547186527939605,17083.09899101824
True,2025-08-08 10:25:00+00:00,ETH/USDT,uniswap_v3,pancakeswap,5000,10.855050221332021,0.21710100442664046,16.34277162156928,17093.954041239573
True,2025-08-08 12:20:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,10.809733943731771,0.21619467887463545,16.45614450006733,17104.763775183303
True,2025-08-08 12:35:00+00:00,LINK/USDT,sushiswap,pancakeswap,5000,10.956519724011741,0.21913039448023483,5.872457574535416,17115.720294907314
True,2025-08-08 12:40:00+00:00,ETH/USDT,sushiswap,pancakeswap,5000,10.575251742756336,0.2115050348551267,16.431106779155908,17126.29554665007
True,2025-08-08 14:50:00+00:00,LINK/ETH,pancakeswap,sushiswap,5000,13.948394319959334,0.2789678863991867,13.757590811728752,17140.24394097003
True,2025-08-08 15:50:00+00:00,ETH/USDT,pancakeswap,sushiswap,5000,31.267819460227656,0.6253563892045532,5.862841492800298,17171.511760430258
True,2025-08-08 17:10:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,26.482030552173455,0.529640611043469,14.26194426551178,17197.99379098243
True,2025-08-08 20:30:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,20.383704486076567,0.4076740897215313,7.212137181038267,17218.377495468507
True,2025-08-08 22:30:00+00:00,BTC/ETH,pancakeswap,sushiswap,5000,15.459727923122955,0.3091945584624591,5.474070200583935,17233.83722339163
True,2025-08-09 02:30:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,11.578819511279107,0.23157639022558216,13.789299272598614,17245.41604290291
True,2025-08-09 04:00:00+00:00,UNI/USDT,pancakeswap,sushiswap,5000,12.462929350033846,0.2492585870006769,8.187384194469368,17257.878972252944
True,2025-08-09 08:35:00+00:00,LINK/USDT,pancakeswap,curve,5000,26.817148155461837,0.5363429631092367,16.843823364601807,17284.696120408407
True,2025-08-09 11:40:00+00:00,MATIC/USDT,curve,pancakeswap,5000,18.113227212851598,0.362264544257032,12.875517588096036,17302.80934762126
True,2025-08-09 13:15:00+00:00,LINK/USDT,pancakeswap,curve,5000,18.059251271015455,0.3611850254203091,13.564921527740294,17320.868598892273
True,2025-08-09 15:50:00+00:00,ETH/USDC,sushiswap,pancakeswap,5000,38.525547529342475,0.7705109505868496,6.346042928782745,17359.394146421615
True,2025-08-09 15:55:00+00:00,UNI/USDT,sushiswap,pancakeswap,5000,19.94303997593579,0.39886079951871584,12.637516818577259,17379.33718639755
True,2025-08-09 16:55:00+00:00,LINK/USDT,sushiswap,pancakeswap,5000,36.4270268175469,0.7285405363509381,17.7771692497282,17415.764213215098
True,2025-08-09 18:00:00+00:00,ETH/DAI,curve,pancakeswap,5000,16.83584151472951,0.33671683029459015,19.227253605085878,17432.600054729828
True,2025-08-09 19:30:00+00:00,BTC/USDT,pancakeswap,sushiswap,5000,40.67045657741619,0.8134091315483238,8.262783383868385,17473.270511307244
True,2025-08-09 19:30:00+00:00,ETH/DAI,uniswap_v3,pancakeswap,5000,19.22381868137836,0.3844763736275672,11.509045445268196,17492.49432998862
True,2025-08-09 21:20:00+00:00,BTC/ETH,sushiswap,pancakeswap,5000,24.05030931507372,0.4810061863014744,11.057693202497989,17516.544639303695
True,2025-08-09 21:40:00+00:00,AAVE/USDT,pancakeswap,curve,5000,10.034595419313519,0.20069190838627038,24.05944660574956,17526.57923472301
True,2025-08-09 23:00:00+00:00,BTC/ETH,pancakeswap,sushiswap,5000,18.28892734317469,0.3657785468634938,20.391902446134385,17544.868162066185
True,2025-08-10 00:35:00+00:00,ETH/USDT,pancakeswap,sushiswap,5000,26.308567395759383,0.5261713479151876,7.411690812432745,17571.176729461942
True,2025-08-10 00:45:00+00:00,AAVE/USDT,uniswap_v3,pancakeswap,5000,16.607103728435504,0.3321420745687101,5.556403113977262,17587.783833190377
True,2025-08-10 05:10:00+00:00,BTC/ETH,curve,pancakeswap,5000,20.55418609996559,0.4110837219993118,10.634167202539793,17608.338019290342
True,2025-08-10 07:55:00+00:00,UNI/ETH,pancakeswap,sushiswap,5000,11.896100173735249,0.237922003474705,18.910826313238612,17620.234119464076
True,2025-08-10 09:50:00+00:00,LINK/ETH,pancakeswap,sushiswap,5000,23.04453942924738,0.4608907885849476,7.6345789913920905,17643.278658893323
True,2025-08-10 11:15:00+00:00,MATIC/ETH,curve,pancakeswap,5000,30.332595999745536,0.6066519199949107,28.758595222839894,17673.61125489307
True,2025-08-10 11:35:00+00:00,UNI/USDT,pancakeswap,sushiswap,5000,22.71436939843079,0.45428738796861584,9.566384246192214,17696.3256242915
True,2025-08-10 11:45:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,11.228529617124877,0.22457059234249754,14.33120385376689,17707.554153908626
True,2025-08-10 13:15:00+00:00,ETH/DAI,uniswap_v3,pancakeswap,5000,25.919045486529285,0.5183809097305857,9.941470070907366,17733.473199395157
True,2025-08-10 19:25:00+00:00,LINK/ETH,sushiswap,pancakeswap,5000,11.812181587950363,0.23624363175900726,5.202720008995998,17745.285380983107
True,2025-08-10 21:25:00+00:00,UNI/USDT,pancakeswap,uniswap_v3,5000,11.1239147766737,0.22247829553347398,8.882087651130345,17756.409295759782
True,2025-08-10 23:45:00+00:00,UNI/USDT,pancakeswap,curve,5000,28.625874716203725,0.5725174943240745,16.352055748479994,17785.035170475985
True,2025-08-11 00:05:00+00:00,AAVE/ETH,pancakeswap,sushiswap,5000,12.707527306607517,0.2541505461321503,5.431033528696387,17797.742697782593
True,2025-08-11 02:05:00+00:00,MATIC/USDT,curve,pancakeswap,5000,40.941863516784906,0.8188372703356981,19.389853954363588,17838.68456129938
True,2025-08-11 03:00:00+00:00,LINK/USDT,curve,pancakeswap,5000,14.417023144457744,0.2883404628891549,27.04851987679517,17853.101584443837
True,2025-08-11 03:15:00+00:00,AAVE/ETH,pancakeswap,uniswap_v3,5000,12.430682031550532,0.24861364063101066,10.666007257731533,17865.532266475388
True,2025-08-11 04:45:00+00:00,LINK/USDT,pancakeswap,curve,5000,35.18153327906657,0.7036306655813315,12.514440844817237,17900.713799754456
True,2025-08-11 07:25:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,22.26198643612406,0.4452397287224812,12.944309694609132,17922.975786190582
True,2025-08-11 08:30:00+00:00,ETH/USDC,pancakeswap,sushiswap,5000,15.584136529707393,0.31168273059414786,12.894335427802933,17938.55992272029
True,2025-08-11 12:10:00+00:00,BTC/USDT,pancakeswap,sushiswap,5000,32.67717616022037,0.6535435232044075,10.464281636601385,17971.237098880512
True,2025-08-11 18:15:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,46.11141172942098,0.9222282345884196,9.318567634252766,18017.348510609932
True,2025-08-11 18:20:00+00:00,MATIC/USDT,pancakeswap,sushiswap,5000,11.245174128772305,0.2249034825754461,6.8525665011955725,18028.593684738706
True,2025-08-11 20:55:00+00:00,AAVE/ETH,sushiswap,pancakeswap,5000,14.142189951287946,0.2828437990257589,8.572563609617296,18042.73587468999
True,2025-08-11 21:40:00+00:00,MATIC/ETH,uniswap_v3,pancakeswap,5000,19.568152881202877,0.39136305762405754,7.896565959247804,18062.304027571194
True,2025-08-11 23:25:00+00:00,BTC/USDT,pancakeswap,uniswap_v3,5000,10.405201544063857,0.20810403088127716,9.883434277048272,18072.70922911526
True,2025-08-11 23:25:00+00:00,LINK/ETH,pancakeswap,uniswap_v3,5000,29.25852689909334,0.5851705379818668,12.633252189491301,18101.967756014354
True,2025-08-12 00:25:00+00:00,UNI/ETH,pancakeswap,sushiswap,5000,14.343871269219562,0.28687742538439126,13.9756469183804,18116.311627283572
True,2025-08-12 02:40:00+00:00,UNI/ETH,sushiswap,pancakeswap,5000,28.905963202174462,0.5781192640434892,11.563101836196,18145.217590485747
True,2025-08-12 06:25:00+00:00,BTC/ETH,sushiswap,pancakeswap,5000,25.44273532841453,0.5088547065682906,8.649011663702321,18170.660325814162
True,2025-08-12 07:30:00+00:00,AAVE/ETH,sushiswap,pancakeswap,5000,16.049942667966206,0.3209988533593241,20.225895171937484,18186.71026848213
True,2025-08-12 09:10:00+00:00,LINK/USDT,pancakeswap,curve,5000,10.683181850613437,0.21366363701226873,15.427570369546114,18197.393450332744
True,2025-08-12 09:40:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,19.10614617894771,0.3821229235789542,10.411273353920159,18216.49959651169
True,2025-08-12 10:40:00+00:00,MATIC/ETH,uniswap_v3,pancakeswap,5000,12.770457757884287,0.25540915515768575,17.95223367860765,18229.270054269575
True,2025-08-12 11:00:00+00:00,UNI/USDT,pancakeswap,uniswap_v3,5000,11.632415264200972,0.23264830528401942,12.386353883082965,18240.902469533776
True,2025-08-12 11:45:00+00:00,UNI/USDT,pancakeswap,curve,5000,10.024743759509875,0.2004948751901975,15.888879289061702,18250.927213293286
True,2025-08-12 12:45:00+00:00,LINK/ETH,sushiswap,pancakeswap,5000,12.395610856860003,0.24791221713720007,6.640021083833779,18263.322824150146
True,2025-08-12 13:05:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,33.542195901522064,0.6708439180304413,15.909173420132557,18296.865020051668
True,2025-08-12 16:40:00+00:00,MATIC/ETH,pancakeswap,sushiswap,5000,20.11532136547521,0.4023064273095042,6.088722756833578,18316.980341417144
True,2025-08-12 17:00:00+00:00,AAVE/USDT,pancakeswap,sushiswap,5000,14.771837145314748,0.29543674290629496,16.487988969934467,18331.75217856246
True,2025-08-12 17:25:00+00:00,ETH/DAI,pancakeswap,uniswap_v3,5000,15.986050287444414,0.3197210057488883,8.793581106777951,18347.738228849903
True,2025-08-12 17:30:00+00:00,LINK/USDT,sushiswap,pancakeswap,5000,42.64434521711246,0.8528869043422491,8.24640043517749,18390.382574067015
True,2025-08-12 17:55:00+00:00,ETH/USDC,pancakeswap,sushiswap,5000,15.32026954956018,0.3064053909912036,10.846202293357141,18405.702843616575
True,2025-08-12 17:55:00+00:00,MATIC/USDT,sushiswap,pancakeswap,5000,16.940141089245117,0.33880282178490234,8.781989053734964,18422.64298470582
True,2025-08-12 19:30:00+00:00,ETH/USDT,uniswap_v3,pancakeswap,5000,23.296533099380213,0.46593066198760424,19.449400562924783,18445.9395178052
True,2025-08-12 21:00:00+00:00,MATIC/USDT,pancakeswap,sushiswap,5000,13.323529724626496,0.2664705944925299,6.814720947943519,18459.26304752983
True,2025-08-13 00:00:00+00:00,LINK/ETH,sushiswap,pancakeswap,5000,22.432147587126565,0.44864295174253127,16.070799784936852,18481.695195116954
True,2025-08-13 01:25:00+00:00,UNI/USDT,pancakeswap,uniswap_v3,5000,54.041118724920125,1.0808223744984025,8.366188039382676,18535.736313841873
True,2025-08-13 04:55:00+00:00,MATIC/USDT,sushiswap,pancakeswap,5000,14.724111032182918,0.29448222064365837,6.1190009546272695,18550.460424874058
True,2025-08-13 07:05:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,20.040254261877635,0.4008050852375527,5.749402773066623,18570.500679135934
True,2025-08-13 10:20:00+00:00,LINK/ETH,pancakeswap,sushiswap,5000,14.2943136758131,0.285886273516262,6.5258958103225595,18584.794992811745
True,2025-08-13 10:30:00+00:00,BTC/USDT,uniswap_v3,pancakeswap,5000,38.0671468240098,0.7613429364801959,5.281794967751316,18622.862139635756
True,2025-08-13 11:40:00+00:00,BTC/ETH,pancakeswap,uniswap_v3,5000,13.026520092189458,0.26053040184378917,8.788107251832558,18635.888659727945
True,2025-08-13 13:15:00+00:00,AAVE/USDT,sushiswap,pancakeswap,5000,30.646158919983463,0.6129231783996693,8.72460217866298,18666.534818647928
True,2025-08-13 13:55:00+00:00,BTC/ETH,pancakeswap,sushiswap,5000,17.29848553420743,0.3459697106841486,14.63541706592487,18683.833304182135
True,2025-08-13 15:10:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,10.71740034153936,0.2143480068307872,9.904607774345177,18694.550704523674
True,2025-08-13 18:40:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,45.35897592353831,0.9071795184707662,19.997080711972757,18739.909680447214
True,2025-08-13 21:35:00+00:00,UNI/ETH,pancakeswap,sushiswap,5000,65.43613566537897,1.3087227133075794,18.382177016416424,18805.345816112593
True,2025-08-13 22:00:00+00:00,MATIC/USDT,curve,pancakeswap,5000,10.148358224437288,0.20296716448874574,12.006714763851084,18815.49417433703
True,2025-08-14 00:20:00+00:00,AAVE/USDT,pancakeswap,sushiswap,5000,11.714473883243954,0.23428947766487906,8.568584244188365,18827.208648220272
True,2025-08-14 03:05:00+00:00,BTC/ETH,sushiswap,pancakeswap,5000,35.34986079908049,0.7069972159816098,8.654721382675366,18862.558509019353
True,2025-08-14 05:05:00+00:00,AAVE/ETH,pancakeswap,sushiswap,5000,14.440897936053261,0.28881795872106525,16.366305402071,18876.999406955405
